participant_id_dataset,semester_id,date,year,academic_year,semester,days_since_semester_start,first_day_of_the_semester,dataset_of_origin,neuroticism_score,conscientiousness_score,openness_score,extraversion_score,agreeableness_score,grit_score,conscience_score,meta_cog,mindset_score,SC0,SC1,SC2,SC3,SC4,SC10,SC11,SC12,SC13,dataset,raven_version,raven_hit_rate,raven_total_duration,ucmrt_version,ucmrt_hit_rate,ucmrt_total_duration
1223,Fall-2020,2020-10-14,2020,2020-2021,Fall,42,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,4,182
1224,Fall-2020,2020-10-15,2020,2020-2021,Fall,43,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,4,450
1225,Fall-2020,2020-10-15,2020,2020-2021,Fall,43,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,9,350
1215,Fall-2020,2020-10-15,2020,2020-2021,Fall,43,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,10,491
1239,Fall-2020,2020-10-15,2020,2020-2021,Fall,43,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,12,353
1120,Fall-2020,2020-10-15,2020,2020-2021,Fall,43,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,8,197
1121,Fall-2020,2020-10-15,2020,2020-2021,Fall,43,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,13,398
1240,Fall-2020,2020-10-16,2020,2020-2021,Fall,44,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,9,492
1213,Fall-2020,2020-10-19,2020,2020-2021,Fall,47,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,11,503
1208,Fall-2020,2020-10-19,2020,2020-2021,Fall,47,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Da,6,145
1244,Fall-2020,2020-10-19,2020,2020-2021,Fall,47,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,7,436
1218,Fall-2020,2020-10-19,2020,2020-2021,Fall,47,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,4,311
1245,Fall-2020,2020-10-19,2020,2020-2021,Fall,47,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,5,496
1246,Fall-2020,2020-10-19,2020,2020-2021,Fall,47,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,10,287
1235,Fall-2020,2020-10-19,2020,2020-2021,Fall,47,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,8,316
1247,Fall-2020,2020-10-19,2020,2020-2021,Fall,47,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,7,437
1125,Fall-2020,2020-10-19,2020,2020-2021,Fall,47,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,6,249
1233,Fall-2020,2020-10-19,2020,2020-2021,Fall,47,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,13,458
1248,Fall-2020,2020-10-19,2020,2020-2021,Fall,47,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,6,412
1249,Fall-2020,2020-10-19,2020,2020-2021,Fall,47,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,12,487
1251,Fall-2020,2020-10-19,2020,2020-2021,Fall,47,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,14,306
1221,Fall-2020,2020-10-19,2020,2020-2021,Fall,47,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,9,486
1257,Fall-2020,2020-10-20,2020,2020-2021,Fall,48,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,10,362
1260,Fall-2020,2020-10-20,2020,2020-2021,Fall,48,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,14,490
1262,Fall-2020,2020-10-20,2020,2020-2021,Fall,48,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,11,320
1250,Fall-2020,2020-10-21,2020,2020-2021,Fall,49,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,7,462
1252,Fall-2020,2020-10-21,2020,2020-2021,Fall,49,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,3,204
1242,Fall-2020,2020-10-21,2020,2020-2021,Fall,49,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,10,504
1217,Fall-2020,2020-10-21,2020,2020-2021,Fall,49,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,14,498
1263,Fall-2020,2020-10-21,2020,2020-2021,Fall,49,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,9,500
1241,Fall-2020,2020-10-21,2020,2020-2021,Fall,49,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,5,170
1243,Fall-2020,2020-10-21,2020,2020-2021,Fall,49,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,15,468
1121,Fall-2020,2020-10-21,2020,2020-2021,Fall,49,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,15,328
1264,Fall-2020,2020-10-21,2020,2020-2021,Fall,49,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,2,249
1207,Fall-2020,2020-10-22,2020,2020-2021,Fall,50,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,8,135
1265,Fall-2020,2020-10-22,2020,2020-2021,Fall,50,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,9,476
1266,Fall-2020,2020-10-22,2020,2020-2021,Fall,50,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,9,534
1120,Fall-2020,2020-10-22,2020,2020-2021,Fall,50,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,10,254
1267,Fall-2020,2020-10-22,2020,2020-2021,Fall,50,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,9,505
1204,Fall-2020,2020-10-23,2020,2020-2021,Fall,51,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Da,7,185
1205,Fall-2020,2020-10-23,2020,2020-2021,Fall,51,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,8,105
1237,Fall-2020,2020-10-26,2020,2020-2021,Fall,54,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,13,477
1258,Fall-2020,2020-10-26,2020,2020-2021,Fall,54,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,9,395
1268,Fall-2020,2020-10-26,2020,2020-2021,Fall,54,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,11,284
1269,Fall-2020,2020-10-26,2020,2020-2021,Fall,54,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,10,448
1234,Fall-2020,2020-10-26,2020,2020-2021,Fall,54,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,10,338
1270,Fall-2020,2020-10-26,2020,2020-2021,Fall,54,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,9,521
1271,Fall-2020,2020-10-26,2020,2020-2021,Fall,54,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,11,501
1272,Fall-2020,2020-10-27,2020,2020-2021,Fall,55,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,8,342
1231,Fall-2020,2020-10-27,2020,2020-2021,Fall,55,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,8,88
1273,Fall-2020,2020-10-27,2020,2020-2021,Fall,55,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,8,403
1219,Fall-2020,2020-10-27,2020,2020-2021,Fall,55,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,7,526
1216,Fall-2020,2020-10-28,2020,2020-2021,Fall,56,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Da,7,152
1228,Fall-2020,2020-10-28,2020,2020-2021,Fall,56,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Da,5,174
1232,Fall-2020,2020-10-28,2020,2020-2021,Fall,56,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Da,6,165
1276,Fall-2020,2020-10-28,2020,2020-2021,Fall,56,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,12,383
1277,Fall-2020,2020-10-28,2020,2020-2021,Fall,56,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,7,484
1253,Fall-2020,2020-10-28,2020,2020-2021,Fall,56,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,6,260
1214,Fall-2020,2020-10-28,2020,2020-2021,Fall,56,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Da,5,187
1278,Fall-2020,2020-10-28,2020,2020-2021,Fall,56,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,11,342
1279,Fall-2020,2020-10-30,2020,2020-2021,Fall,58,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,11,390
1224,Fall-2020,2020-10-30,2020,2020-2021,Fall,58,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Da,5,130
1229,Fall-2020,2020-10-30,2020,2020-2021,Fall,58,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,8,153
1280,Fall-2020,2020-10-30,2020,2020-2021,Fall,58,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,14,420
1238,Fall-2020,2020-10-30,2020,2020-2021,Fall,58,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Da,0,19
1256,Fall-2020,2020-11-02,2020,2020-2021,Fall,61,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,11,495
1220,Fall-2020,2020-11-02,2020,2020-2021,Fall,61,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Da,8,153
1281,Fall-2020,2020-11-02,2020,2020-2021,Fall,61,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,8,503
1239,Fall-2020,2020-11-02,2020,2020-2021,Fall,61,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,8,205
1274,Fall-2020,2020-11-02,2020,2020-2021,Fall,61,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,10,510
1222,Fall-2020,2020-11-02,2020,2020-2021,Fall,61,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Da,8,113
1282,Fall-2020,2020-11-02,2020,2020-2021,Fall,61,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,4,510
1284,Fall-2020,2020-11-02,2020,2020-2021,Fall,61,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,10,205
1283,Fall-2020,2020-11-02,2020,2020-2021,Fall,61,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,10,486
1255,Fall-2020,2020-11-02,2020,2020-2021,Fall,61,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,12,503
1259,Fall-2020,2020-11-03,2020,2020-2021,Fall,62,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,15,389
1286,Fall-2020,2020-11-03,2020,2020-2021,Fall,62,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,7,502
1218,Fall-2020,2020-11-04,2020,2020-2021,Fall,63,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Da,5,123
1287,Fall-2020,2020-11-04,2020,2020-2021,Fall,63,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,7,519
1251,Fall-2020,2020-11-04,2020,2020-2021,Fall,63,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,7,128
1288,Fall-2020,2020-11-04,2020,2020-2021,Fall,63,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,10,387
1244,Fall-2020,2020-11-04,2020,2020-2021,Fall,63,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Da,4,183
1203,Fall-2020,2020-11-04,2020,2020-2021,Fall,63,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,8,189
1261,Fall-2020,2020-11-04,2020,2020-2021,Fall,63,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,16,379
1257,Fall-2020,2020-11-04,2020,2020-2021,Fall,63,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,8,232
1225,Fall-2020,2020-11-05,2020,2020-2021,Fall,64,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,6,128
1242,Fall-2020,2020-11-05,2020,2020-2021,Fall,64,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Da,8,144
1233,Fall-2020,2020-11-05,2020,2020-2021,Fall,64,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,8,178
1217,Fall-2020,2020-11-05,2020,2020-2021,Fall,64,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,8,171
1221,Fall-2020,2020-11-05,2020,2020-2021,Fall,64,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,6,184
1289,Fall-2020,2020-11-05,2020,2020-2021,Fall,64,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,15,451
1247,Fall-2020,2020-11-06,2020,2020-2021,Fall,65,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,4,177
1249,Fall-2020,2020-11-06,2020,2020-2021,Fall,65,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,8,175
1243,Fall-2020,2020-11-06,2020,2020-2021,Fall,65,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,8,186
1263,Fall-2020,2020-11-06,2020,2020-2021,Fall,65,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,7,176
1265,Fall-2020,2020-11-06,2020,2020-2021,Fall,65,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,7,220
1291,Fall-2020,2020-11-09,2020,2020-2021,Fall,68,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,11,328
1245,Fall-2020,2020-11-09,2020,2020-2021,Fall,68,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,6,260
1208,Fall-2020,2020-11-09,2020,2020-2021,Fall,68,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,11,270
1266,Fall-2020,2020-11-09,2020,2020-2021,Fall,68,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Da,6,197
1285,Fall-2020,2020-11-09,2020,2020-2021,Fall,68,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,8,345
1201,Fall-2020,2020-11-09,2020,2020-2021,Fall,68,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,3,100
1240,Fall-2020,2020-11-09,2020,2020-2021,Fall,68,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Da,5,287
1204,Fall-2020,2020-11-09,2020,2020-2021,Fall,68,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,13,275
1250,Fall-2020,2020-11-09,2020,2020-2021,Fall,68,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Da,3,107
1294,Fall-2020,2020-11-10,2020,2020-2021,Fall,69,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,13,353
1207,Fall-2020,2020-11-10,2020,2020-2021,Fall,69,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,13,223
1290,Fall-2020,2020-11-10,2020,2020-2021,Fall,69,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,8,285
1206,Fall-2020,2020-11-10,2020,2020-2021,Fall,69,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Da,6,109
1231,Fall-2020,2020-11-10,2020,2020-2021,Fall,69,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,14,179
1260,Fall-2020,2020-11-10,2020,2020-2021,Fall,69,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Da,7,214
1212,Fall-2020,2020-11-11,2020,2020-2021,Fall,70,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Da,8,196
1205,Fall-2020,2020-11-11,2020,2020-2021,Fall,70,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,12,307
1224,Fall-2020,2020-11-12,2020,2020-2021,Fall,71,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,6,310
1237,Fall-2020,2020-11-12,2020,2020-2021,Fall,71,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,8,200
1216,Fall-2020,2020-11-12,2020,2020-2021,Fall,71,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,14,273
1269,Fall-2020,2020-11-12,2020,2020-2021,Fall,71,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,Ca,4,266
