participant_id,participant_id_dataset,semester_id,date,year,academic_year,semester,days_since_semester_start,first_day_of_the_semester,dataset_of_origin,source,grit_overall,matrices_hit_rate,ucmrt_hit_rate,sandia_matrices_hit_rate,neuroticism_score,extraversion_score,conscientiousness_score,openness_score,agreeableness_score,adhd_clinical,adhd_total,growth_mindset_score,grit_1,grit_2,grit_3,grit_4,grit_5,grit_6,grit_7,grit_8,adhd_1,adhd_2,adhd_3,adhd_4,adhd_5,adhd_6,neo_pi_1,neo_pi_2,neo_pi_3,neo_pi_4,neo_pi_5,neo_pi_6,neo_pi_7,neo_pi_8,neo_pi_9,neo_pi_10,neo_pi_11,neo_pi_12,neo_pi_13,neo_pi_14,neo_pi_15,neo_pi_16,neo_pi_17,neo_pi_18,neo_pi_19,neo_pi_20,neo_pi_21,neo_pi_22,neo_pi_23,neo_pi_24,neo_pi_25,neo_pi_26,neo_pi_27,neo_pi_28,neo_pi_29,neo_pi_30,neo_pi_31,neo_pi_32,neo_pi_33,neo_pi_34,neo_pi_35,neo_pi_36,neo_pi_37,neo_pi_38,neo_pi_39,neo_pi_40,neo_pi_41,neo_pi_42,neo_pi_43,neo_pi_44,neo_pi_45,neo_pi_46,neo_pi_47,neo_pi_48,neo_pi_49,neo_pi_50,growth_mind_set_1,growth_mind_set_2,growth_mind_set_3,growth_mind_set_4,growth_mind_set_5,growth_mind_set_6,growth_mind_set_7,growth_mind_set_8,catch_question,catch_question_1,catch_question_2,ucmrt_1,ucmrt_2,ucmrt_3,ucmrt_4,ucmrt_5,ucmrt_6,ucmrt_7,ucmrt_8,ucmrt_9,sandia_matrices_1,sandia_matrices_2,sandia_matrices_4,sandia_matrices_5,sandia_matrices_6,sandia_matrices_7,sandia_matrices_8,sandia_matrices_9,sandia_matrices_3,grit_interest,grit_effort,adhd_1_sig,adhd_2_sig,adhd_3_sig,adhd_4_sig,adhd_5_sig,adhd_6_sig,sandia_1_correct,sandia_2_correct,sandia_3_correct,sandia_4_correct,sandia_5_correct,sandia_6_correct,sandia_7_correct,sandia_8_correct,sandia_9_correct,ucmrt_1_correct,ucmrt_2_correct,ucmrt_3_correct,ucmrt_4_correct,ucmrt_5_correct,ucmrt_6_correct,ucmrt_7_correct,ucmrt_8_correct,ucmrt_9_correct
SEP_3_1057,R_1OTxxTsDNOvqMBa,Fall-2021,2021-11-22T15:48:21Z,2021,2021-2022,Fall,76,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.375,0.444444444,0.555555556,0.333333333,2.4,3.7,3.6,2.5,3.8,0,3,4.125,1,3,2,2,2,3,2,2,3,2,3,3,2,4,2,2,4,3,4,3,4,4,4,4,4,2,4,3,3,2,4,4,4,2,2,4,5,2,2,5,3,4,4,2,2,4,4,2,2,4,4,5,2,2,4,3,4,5,3,3,2,4,3,3,4,2,2,3,3,3,2,2,4,5,2,5,2,6,3,1,8,1,6,1,8,2,2,1,2,7,4,7,5,2,2.75,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0
SEP_3_1058,R_31BC4WVrxy6Lj87,Fall-2021,2021-11-22T16:41:35Z,2021,2021-2022,Fall,76,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.125,0.5,0.444444444,0.555555556,2.6,4.3,3,3,3.1,1,4,5,3,2,1,3,2,1,3,2,2,2,3,4,5,4,4,4,5,4,5,4,5,3,4,4,5,5,4,5,2,2,2,3,4,1,5,4,3,2,4,5,3,4,5,4,4,4,5,3,4,3,3,4,4,4,2,1,4,5,2,1,2,4,5,4,5,3,2,2,5,3,5,1,4,5,2,5,7,6,8,1,5,1,4,7,8,2,6,6,5,1,3,6,5,1.75,2.5,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0
SEP_3_1059,R_Ut469AV7eMIqFsl,Fall-2021,2021-11-23T11:57:45Z,2021,2021-2022,Fall,76,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.75,0.666666667,0.888888889,0.444444444,4.1,3.4,3.3,3.8,4.2,0,3,5.125,3,3,3,2,3,1,2,1,4,3,2,3,5,2,4,4,4,4,3,3,4,2,2,2,3,4,4,3,4,2,4,4,4,2,3,2,2,5,4,4,4,4,4,3,1,2,4,2,2,4,1,4,5,2,4,2,1,3,1,2,3,5,3,2,6,3,4,2,5,3,4,2,4,5,2,5,7,6,2,1,8,6,6,5,8,2,6,6,2,7,3,7,5,2.5,3,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1
SEP_3_1060,R_2VOLdUdhd9d9Y4D,Fall-2021,2021-11-23T17:06:09Z,2021,2021-2022,Fall,77,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.875,0.222222222,0.222222222,0.222222222,2.6,4.1,3.7,4.2,3.5,1,4,7,1,1,2,1,2,2,1,1,4,2,2,4,5,4,3,4,2,3,5,1,4,4,4,4,4,5,4,3,3,4,4,5,1,1,3,2,1,2,5,4,3,5,5,2,2,4,5,3,2,4,3,5,1,3,4,2,4,4,2,4,3,5,4,3,7,1,7,1,7,1,7,1,4,5,2,8,6,8,4,5,4,1,6,5,5,7,8,4,4,7,3,5,6,1.75,4,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SEP_3_1061,R_3CJUSt2bGV4Ag2E,Fall-2021,2021-11-25T18:26:22Z,2021,2021-2022,Fall,79,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3.375,0.5,0.555555556,0.444444444,2.5,4,4,4.4,4.6,0,1,5.5,4,3,3,1,3,3,1,1,2,2,3,2,1,3,2,3,4,4,4,1,4,1,3,4,2,5,5,2,3,5,5,5,1,2,4,3,1,4,5,5,2,4,4,3,1,4,5,3,2,5,2,5,2,1,4,3,3,4,1,2,2,5,4,1,5,3,5,3,5,2,6,1,4,5,2,5,7,6,2,6,3,7,6,7,8,7,3,4,2,7,5,5,4,3.25,3.5,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0
SEP_3_1062,R_12eQkiDKY9WIA2j,Fall-2021,2021-11-27T13:32:51Z,2021,2021-2022,Fall,81,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3.375,0.111111111,0.111111111,0.111111111,2.5,3.9,4.2,4,3.7,0,1,6.875,4,2,3,1,3,3,2,1,2,1,2,2,3,4,2,2,3,3,4,2,4,4,4,2,1,3,4,3,3,4,4,5,1,2,2,3,2,3,5,4,1,4,4,2,3,3,5,1,2,4,2,4,2,2,4,2,5,4,1,2,2,4,4,1,7,1,6,1,7,1,7,1,4,5,2,8,2,3,2,5,6,5,7,4,3,4,1,4,4,3,3,3,5,3.25,3.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SEP_3_1063,R_3emfaBGEsG77CTI,Fall-2021,2021-11-27T17:22:28Z,2021,2021-2022,Fall,81,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.75,0.5,0.333333333,0.666666667,2.3,3.4,4.6,4,4.3,0,2,5.875,3,4,1,1,2,3,1,1,1,1,1,1,5,4,2,3,3,4,4,4,5,4,5,3,3,4,3,4,2,5,5,5,2,1,1,2,1,4,5,5,3,5,5,1,1,1,4,4,1,4,5,5,1,1,5,3,5,5,2,2,4,5,2,1,7,1,5,1,3,1,4,1,4,5,2,8,7,6,3,8,3,1,1,5,8,7,6,6,4,7,5,5,5,2.25,3.25,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1
SEP_3_1064,R_XnN7TjLOUYlid45,Fall-2021,2021-11-27T17:54:48Z,2021,2021-2022,Fall,81,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,1.75,0.611111111,0.666666667,0.555555556,1.9,3.8,3.1,4.1,3.5,0,3,5.5,1,3,2,3,2,2,4,3,1,4,4,4,3,2,2,4,4,5,4,2,3,4,4,4,4,4,4,2,2,4,4,4,2,1,4,4,2,3,4,4,2,2,4,2,1,1,4,4,2,4,1,4,2,4,2,2,5,4,2,3,2,4,3,4,6,1,5,2,6,5,5,2,4,5,2,5,7,5,2,1,8,1,6,4,8,7,7,6,2,1,5,5,5,1.75,1.75,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0
SEP_3_1065,R_2rU84WfBovIHRaF,Fall-2021,2021-11-27T20:46:39Z,2021,2021-2022,Fall,81,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.625,0.611111111,0.666666667,0.555555556,3.5,1.9,2.5,3.6,3.6,1,4,5.5,3,3,2,2,3,4,3,3,4,4,4,4,2,1,5,4,2,5,1,1,2,2,4,2,4,3,2,5,4,3,4,4,4,2,4,2,2,4,4,4,4,3,4,5,2,3,1,4,4,3,1,2,4,1,1,5,2,2,2,2,2,4,1,2,6,2,2,3,6,3,7,1,4,5,2,5,7,6,2,5,7,5,6,5,8,2,5,5,6,7,5,7,5,3,2.25,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1
SEP_3_1066,R_2rToPlv4ELunOSr,Fall-2021,2021-11-28T00:56:17Z,2021,2021-2022,Fall,81,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.75,0.666666667,0.666666667,0.666666667,2.6,3.4,3.3,3.1,3.5,1,5,4.625,3,3,2,1,3,3,2,3,2,3,3,4,4,4,1,3,2,3,4,3,4,1,4,2,3,3,3,3,2,4,4,4,4,3,3,3,3,3,4,3,2,4,4,4,2,3,4,1,3,3,3,4,2,2,3,2,3,3,3,3,2,4,3,3,5,4,4,3,4,3,5,3,4,5,2,5,7,4,2,1,8,1,1,5,8,7,4,6,1,7,3,6,5,2.75,2.75,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1
SEP_3_1067,R_2Pe3sUPDk7zRcj3,Fall-2021,2021-11-28T16:08:15Z,2021,2021-2022,Fall,82,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.875,0.5,0.555555556,0.444444444,2.3,3.8,3.6,3.6,3.7,0,0,5.375,3,2,2,2,3,4,3,2,2,2,2,3,3,3,2,3,3,2,4,2,4,3,4,3,4,3,3,2,2,4,4,3,1,2,3,2,2,2,4,4,2,4,4,2,2,2,4,2,2,4,2,4,1,2,3,2,5,4,2,2,2,4,3,3,5,3,5,2,5,2,6,3,4,5,2,4,1,6,2,5,8,2,6,7,6,7,7,6,2,7,3,6,3,3,2.75,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0
SEP_3_1068,R_1hT16nLJtnyrDU4,Fall-2021,2021-11-29T13:36:58Z,2021,2021-2022,Fall,83,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3.25,0.5,0.555555556,0.444444444,3,2.9,3.2,2.9,3.9,1,4,5.375,2,3,4,1,3,3,1,1,1,3,2,4,5,4,4,3,4,2,4,4,4,3,4,2,4,4,2,2,4,4,4,4,3,4,2,2,2,4,2,4,2,4,2,4,1,4,4,4,2,4,2,4,2,2,2,4,4,4,4,4,4,5,3,3,5,3,5,2,5,2,5,2,4,5,2,5,7,5,2,1,5,6,6,7,8,7,1,6,3,8,2,5,5,3,3.5,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0
SEP_3_1069,R_122YvZGYnJb2qqK,Fall-2021,2021-11-29T17:31:26Z,2021,2021-2022,Fall,83,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.375,0.611111111,0.444444444,0.777777778,2.2,4.4,2.7,4.2,4.1,1,4,7,2,1,1,1,1,3,3,3,2,4,2,4,5,4,3,2,2,3,5,1,3,3,4,4,5,5,5,1,3,2,5,5,1,1,2,4,1,4,5,4,3,2,2,4,1,2,5,3,3,3,3,4,1,1,2,1,5,4,1,1,2,5,3,2,7,1,7,1,7,1,7,1,4,5,2,5,7,3,2,1,7,7,1,7,8,7,5,6,5,8,2,6,5,1.75,3,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0
SEP_3_1070,R_3lK1Rr5R9CVqmcm,Fall-2021,2021-11-29T18:52:49Z,2021,2021-2022,Fall,83,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3.25,0.388888889,0.222222222,0.555555556,3.1,3.7,3.9,4.1,4.1,0,1,5.375,3,4,4,1,4,3,2,1,3,2,2,3,3,3,2,2,4,4,4,2,4,3,3,2,2,4,4,2,4,4,4,4,2,2,3,2,2,4,4,5,3,4,4,2,2,2,4,3,2,4,1,4,2,2,4,2,4,4,1,3,4,5,4,3,7,3,5,3,5,3,6,3,4,5,2,4,2,5,2,6,4,1,1,5,8,7,2,6,2,7,2,2,5,3.5,3,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
SEP_3_1071,R_5uPQfGpE5QWsUp3,Fall-2021,2021-11-30T00:52:59Z,2021,2021-2022,Fall,83,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3.25,0.611111111,0.555555556,0.666666667,2.7,3.4,3.3,4,4,0,2,4.75,4,3,3,1,3,4,2,2,2,2,3,2,2,4,2,1,3,4,3,3,4,3,4,2,4,3,3,3,3,2,5,4,2,3,3,2,2,3,5,5,3,4,4,3,1,1,4,2,3,3,1,4,1,1,3,1,4,3,3,4,2,5,4,3,5,3,4,4,4,2,5,3,4,5,2,4,7,6,2,2,3,1,6,5,8,4,5,6,2,7,3,6,5,3.5,3,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1
SEP_3_1072,R_3lzEaJI8fDhK4eh,Fall-2021,2021-12-01T12:27:37Z,2021,2021-2022,Fall,85,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.5,0.5,0.666666667,0.333333333,2.9,4.7,3.4,4.2,3.3,1,4,6.375,3,3,2,1,3,1,3,2,3,1,2,4,4,5,2,5,4,4,4,2,4,5,2,2,4,4,5,1,2,4,2,2,2,1,5,1,2,2,5,5,2,4,5,5,4,1,5,4,2,5,1,5,2,2,5,1,5,4,2,1,5,5,4,1,6,1,5,1,6,1,6,1,4,5,2,1,7,6,2,1,5,2,6,7,8,8,1,8,4,7,3,8,5,2.25,2.75,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0
SEP_3_1073,R_1KrHdduYSjcmY7P,Fall-2021,2021-12-01T19:21:52Z,2021,2021-2022,Fall,85,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.375,0.333333333,0.222222222,0.444444444,3.1,3.7,3.8,4.5,3.8,1,4,6.125,3,3,2,1,2,2,3,3,2,2,3,4,4,4,2,2,3,4,4,2,3,3,4,1,2,4,4,2,4,3,4,5,2,3,2,1,1,3,5,4,2,4,4,2,2,1,4,2,2,4,1,4,1,4,4,3,4,4,1,2,4,5,4,2,7,1,4,3,7,2,7,2,4,5,2,7,5,1,2,2,8,6,1,3,8,3,2,4,2,7,8,6,5,2.25,2.5,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
SEP_3_1074,R_3lYtX1JiLXyXP0K,Fall-2021,2021-12-02T14:33:35Z,2021,2021-2022,Fall,86,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.875,0.777777778,0.888888889,0.666666667,3.9,3.4,3.6,3.8,3.7,1,4,5,3,4,3,2,4,3,2,2,3,3,2,4,4,3,4,3,2,4,5,2,4,3,2,2,2,3,3,4,4,4,3,4,2,2,4,2,2,4,4,5,4,4,4,3,2,3,4,2,3,4,2,4,4,2,4,3,3,4,1,3,4,5,4,3,5,3,5,3,5,3,5,3,4,5,2,5,7,6,2,1,8,2,6,7,8,7,2,6,5,7,3,5,5,3.25,2.5,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
SEP_3_1075,R_qJcladbweTpZhol,Fall-2021,2021-12-02T21:27:41Z,2021,2021-2022,Fall,86,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.625,0.277777778,0.444444444,0.111111111,2.2,3.6,3.3,4.1,3.8,0,3,4.375,2,3,3,2,3,3,3,2,2,3,3,3,4,2,1,2,4,3,4,2,4,3,3,3,2,3,3,3,3,2,4,4,1,2,2,4,1,2,4,4,2,3,3,3,3,1,4,4,2,4,2,4,2,2,4,2,4,3,2,3,2,4,3,3,5,4,3,3,5,5,5,3,4,5,2,1,7,3,2,6,6,2,1,5,8,6,7,2,6,3,8,8,6,2.75,2.5,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
SEP_3_1076,R_PGlijSTXefsSggx,Fall-2021,2021-12-03T12:57:48Z,2021,2021-2022,Fall,87,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3.25,0.555555556,0.777777778,0.333333333,3.7,3.6,4,4.1,2.9,1,4,5.875,4,3,2,1,3,3,1,1,1,2,3,4,4,4,4,3,2,3,3,1,4,4,3,2,1,2,2,2,4,4,4,4,1,2,5,2,1,3,4,2,3,4,4,2,2,1,4,2,1,3,2,4,4,3,4,1,4,4,2,3,5,4,4,3,6,2,5,2,5,2,7,2,4,5,2,5,7,6,2,1,8,1,6,7,8,3,1,6,2,7,3,5,4,3,3.5,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0
SEP_3_1077,R_28I0mk61V8Hrvwp,Fall-2021,2021-12-03T14:14:41Z,2021,2021-2022,Fall,87,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.875,0.611111111,0.666666667,0.555555556,3.9,2.9,3.8,4.3,3.4,0,1,6.375,3,3,2,1,3,3,2,2,2,4,1,3,2,2,4,2,3,5,1,2,4,4,1,2,4,5,4,3,2,4,3,5,1,1,4,2,1,5,5,5,4,4,4,1,3,5,4,3,2,3,1,3,5,3,3,3,2,4,1,4,4,5,3,3,6,1,6,2,5,1,7,1,4,5,2,5,7,6,2,5,6,2,6,7,8,4,3,6,5,8,5,7,5,2.75,3,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0
SEP_3_1078,R_SHLFWUbNZevRNXr,Fall-2021,2021-12-03T14:29:39Z,2021,2021-2022,Fall,87,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.875,0.555555556,0.666666667,0.444444444,4.4,4.3,3.2,4,3.5,1,6,3.875,3,2,3,1,2,1,2,1,3,4,3,5,5,5,5,5,2,3,5,1,4,5,2,1,5,5,4,1,5,3,4,5,1,1,5,1,3,3,5,4,5,4,5,4,2,4,5,2,2,5,1,5,3,2,2,2,3,4,1,2,5,5,3,2,6,3,3,3,3,6,4,5,4,5,2,5,7,1,2,1,3,1,6,5,8,7,8,1,1,7,4,8,5,2.25,3.5,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1
SEP_3_1079,R_9KzDn5YhhgLkPDz,Fall-2021,2021-12-03T18:17:21Z,2021,2021-2022,Fall,87,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3.25,0.444444444,0.444444444,0.444444444,2.3,3.8,3.8,4,4,1,4,6,3,2,3,1,3,2,1,1,3,3,2,3,4,4,2,1,3,4,4,2,4,4,4,3,3,3,3,2,2,3,4,4,2,2,3,3,2,4,5,4,2,3,5,3,1,2,5,3,2,5,2,4,2,2,4,1,4,4,1,2,2,5,3,2,6,2,6,2,6,2,6,2,4,5,2,5,7,6,2,5,5,7,4,7,8,7,8,4,1,7,2,1,5,2.75,3.75,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0
SEP_3_1080,R_cT6woLQoe7DDr4R,Fall-2021,2021-12-04T08:57:18Z,2021,2021-2022,Fall,87,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.875,0.333333333,0.222222222,0.444444444,2.9,4.2,3.9,3.1,3.8,1,5,4.375,2,3,3,1,4,2,2,2,3,1,3,4,4,4,3,2,4,2,4,4,4,3,3,2,3,3,4,2,3,4,3,4,4,2,4,2,3,2,3,4,2,4,4,2,2,2,4,4,2,4,2,4,2,2,4,1,3,4,1,2,3,5,5,2,5,3,4,5,5,4,5,4,4,5,2,4,2,6,3,2,1,3,8,5,8,4,7,7,5,7,4,1,5,2.75,3,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
SEP_3_1081,R_PCiCXFXWh7RlswV,Fall-2021,2021-12-04T17:57:16Z,2021,2021-2022,Fall,88,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3.75,0.5,0.666666667,0.333333333,2,4.5,4.2,3.8,4.2,0,0,3.375,4,2,4,1,4,4,1,2,2,2,1,1,1,3,1,2,4,4,5,3,4,3,4,2,2,1,4,1,1,4,5,5,3,2,4,1,1,3,5,4,1,5,3,2,1,2,5,5,1,5,2,5,2,2,4,2,5,4,1,1,2,5,5,1,2,4,4,4,2,4,3,4,4,5,2,5,2,6,2,1,6,2,6,7,8,7,6,4,2,7,4,3,4,4,3.5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0
SEP_3_1082,R_Y4avshzNG6PJRYd,Fall-2021,2021-12-04T22:28:01Z,2021,2021-2022,Fall,88,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.25,0.555555556,0.777777778,0.333333333,3.2,3.7,3.1,4.7,3.9,1,4,6,2,3,2,2,2,2,3,2,3,3,4,3,4,2,3,4,3,5,4,1,2,2,3,2,2,4,4,2,3,3,4,5,1,2,4,2,1,3,4,5,3,3,4,4,2,1,3,3,2,4,1,5,4,2,4,2,4,4,1,3,3,4,3,3,6,2,6,2,6,2,6,2,4,5,2,5,7,6,2,1,3,2,6,6,8,1,1,6,2,8,5,5,4,2,2.5,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0
SEP_3_1083,R_ABX8HR8nbwqw3ap,Fall-2021,2021-12-04T23:03:57Z,2021,2021-2022,Fall,88,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3.125,0.5,0.666666667,0.333333333,2.4,4.3,4.2,2.1,4,0,1,6,4,3,3,1,3,3,2,2,1,2,1,4,3,2,4,2,5,2,4,4,5,3,4,4,2,1,3,1,4,3,4,4,4,1,4,3,3,3,2,5,1,4,5,3,1,5,5,2,2,5,4,5,1,5,2,1,4,5,1,3,1,5,5,1,6,2,4,3,7,2,7,1,4,5,2,7,2,6,2,1,8,1,6,5,7,5,5,1,3,7,7,1,5,3.25,3,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1
SEP_3_1084,R_2bJ0wvApum6XVcD,Fall-2021,2021-12-05T13:53:21Z,2021,2021-2022,Fall,89,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.625,0.666666667,0.666666667,0.666666667,2.4,2.4,3,4.5,4.2,0,2,7,2,3,3,2,3,2,3,1,2,2,2,3,5,4,2,4,3,5,2,1,1,1,3,2,2,3,2,3,1,1,3,4,2,3,3,4,1,4,5,5,2,4,4,4,1,2,2,3,2,4,1,3,2,2,5,4,3,4,1,3,2,5,2,2,7,1,7,1,7,1,7,1,4,5,2,5,7,6,2,2,8,1,6,7,8,7,6,6,5,7,3,5,5,2.5,2.75,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0
SEP_3_1085,R_297jADcf5IrLSz2,Fall-2021,2021-12-05T14:11:44Z,2021,2021-2022,Fall,89,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.625,0.333333333,0.333333333,0.333333333,1.9,3.5,4.2,3.8,3.3,0,2,4.75,1,1,1,1,2,1,1,1,1,2,2,2,4,4,1,2,2,2,4,2,5,5,5,4,2,4,4,2,3,4,5,5,2,2,4,4,2,4,5,5,2,4,4,2,2,3,4,2,2,2,2,4,1,2,3,2,4,5,2,4,1,4,3,2,5,2,2,2,2,2,5,2,4,5,2,8,3,1,8,1,8,7,7,5,8,3,7,6,3,8,3,3,5,1.25,4,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
SEP_3_1086,R_215l89P0U6BwOVO,Fall-2021,2021-12-05T14:11:52Z,2021,2021-2022,Fall,89,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.375,0.777777778,0.888888889,0.666666667,3.5,1.6,2.1,4,4,1,5,3,3,4,4,4,4,2,2,4,5,4,4,4,5,2,4,5,4,4,1,2,2,2,2,3,4,5,1,2,4,1,4,4,1,4,2,3,2,5,4,4,4,2,3,5,1,3,1,2,3,3,2,2,5,3,3,4,4,3,1,5,2,4,1,3,3,5,3,5,3,5,3,5,4,5,2,5,7,6,2,1,8,1,6,5,8,2,6,6,5,7,3,6,5,3.25,1.5,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1
SEP_3_1087,R_1EifpYMbe0EmtrD,Fall-2021,2021-12-06T10:08:47Z,2021,2021-2022,Fall,89,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3.375,0.333333333,0.333333333,0.333333333,2.1,3.7,3.6,3.3,4.7,1,4,5.875,2,2,4,1,4,3,2,1,2,3,4,3,4,4,2,1,4,3,4,2,3,1,3,5,1,1,3,2,1,2,4,5,2,2,1,1,2,4,4,5,1,2,4,2,1,2,4,1,2,4,4,5,1,1,2,3,5,3,1,2,1,5,4,2,6,2,5,2,6,2,6,2,4,5,2,7,8,6,2,1,5,3,4,7,1,7,8,1,2,7,7,2,5,3.25,3.5,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
SEP_3_1088,R_2rV1xrAkIuHH5pi,Fall-2021,2021-12-06T13:04:26Z,2021,2021-2022,Fall,90,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2,0.333333333,0.444444444,0.222222222,2.9,3,2.8,2.5,3.6,1,5,4.125,2,3,2,3,3,3,4,4,4,4,3,4,4,3,2,4,4,2,4,5,4,4,3,4,3,4,2,4,3,4,4,4,3,4,2,3,4,4,2,4,3,2,4,2,1,4,4,2,4,4,3,4,3,4,2,3,2,1,4,3,2,5,4,4,3,2,4,5,4,3,3,3,4,5,2,5,2,8,2,6,4,2,6,4,8,6,1,1,5,8,3,2,4,2.5,1.5,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
SEP_3_1089,R_2xJnP783lHqfpxY,Fall-2021,2021-12-06T13:30:37Z,2021,2021-2022,Fall,90,9/8/2021,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3,0.666666667,0.888888889,0.444444444,2.6,3.7,3.1,3.1,3.8,0,3,4.25,3,2,3,1,3,3,2,3,3,3,2,4,3,2,3,4,4,4,4,2,3,3,2,4,4,1,4,4,2,5,4,4,3,2,2,4,3,3,3,4,2,3,3,4,3,4,4,3,2,4,2,4,3,2,3,2,3,4,2,2,2,4,4,3,5,4,4,4,4,4,5,4,4,5,2,5,7,6,2,1,8,2,6,7,8,7,6,8,2,8,4,6,5,3,3,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
