participant_id,date,participant_id_dataset,grit_1,grit_2,grit_3,grit_4,grit_5,catch_question,grit_6,grit_7,grit_8,adhd_1,adhd_2,adhd_3,adhd_4,adhd_5,adhd_6,neo_pi_1,neo_pi_2,neo_pi_3,neo_pi_4,neo_pi_5,neo_pi_6,neo_pi_7,neo_pi_8,neo_pi_9,neo_pi_10,neo_pi_11,neo_pi_12,neo_pi_13,neo_pi_14,neo_pi_15,neo_pi_16,neo_pi_17,neo_pi_18,catch_question_1,neo_pi_19,neo_pi_20,neo_pi_21,neo_pi_22,neo_pi_23,neo_pi_24,neo_pi_25,neo_pi_26,neo_pi_27,neo_pi_28,neo_pi_29,neo_pi_30,neo_pi_31,neo_pi_32,neo_pi_33,neo_pi_34,neo_pi_35,neo_pi_36,neo_pi_37,catch_question_2,neo_pi_38,neo_pi_39,neo_pi_40,neo_pi_41,neo_pi_42,neo_pi_43,neo_pi_44,neo_pi_45,neo_pi_46,neo_pi_47,neo_pi_48,neo_pi_49,neo_pi_50,growth_mind_set_1,growth_mind_set_2,growth_mind_set_3,growth_mind_set_4,growth_mind_set_5,growth_mind_set_6,growth_mind_set_7,growth_mind_set_8,ucmrt_1,ucmrt_2,ucmrt_3,ucmrt_4,ucmrt_5,ucmrt_6,ucmrt_7,ucmrt_8,ucmrt_9,sandia_matrices_1,sandia_matrices_2,sandia_matrices_4,sandia_matrices_5,sandia_matrices_6,sandia_matrices_7,sandia_matrices_8,sandia_matrices_9,sandia_matrices_3
NA,2020-02-03T16:24:08Z,R_03qCt5xKQx1TLah,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,4,4,1,1,2,4,4,3,5,3,4,4,1,3,2,2,1,5,4,5,5,2,2,2,2,2,1,2,4,1,5,5,2,1,4,3,1,1,4,4,2,4,1,1,4,1,5,5,1,1,1,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
67098,2020-02-05T17:58:19Z,R_6nkQluHT3F4Od5T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66362,2020-02-13T16:01:10Z,R_2YE3nhqBw4dKF3q,2,2,3,2,3,4,1,2,1,2,1,2,5,3,1,1,4,1,1,5,3,4,3,4,5,5,2,4,4,2,2,3,4,5,4,3,3,4,3,5,4,3,1,4,5,4,2,5,4,5,1,4,5,4,5,1,3,3,3,4,4,1,3,1,5,3,3,10,7,8,9,9,8,8,8,5,2,6,7,1,8,1,6,5,8,7,5,6,2,7,5,6,5
66952,2020-02-07T16:57:07Z,R_296A5CvOZvsmyUu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67084,2020-02-15T14:43:37Z,R_2SeHRPuHDf7xWQZ,2,1,2,1,2,2,1,1,3,3,1,2,4,2,2,4,2,3,1,3,3,4,2,5,4,4,1,3,5,2,5,4,4,3,3,5,4,4,3,5,4,4,4,5,5,2,1,1,2,4,3,4,5,3,3,1,1,3,3,5,5,1,4,2,5,3,4,10,9,7,8,7,8,10,7,8,5,6,2,1,4,1,4,5,8,3,6,6,2,7,2,5,5
67090,2020-02-10T16:22:36Z,R_2Yx1s8mflwlwnzI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,5,4,2,5,2,1,4,2,4,2,1,1,2,2,4,5,2,2,4,4,2,4,4,5,1,4,4,2,1,1,4,4,2,4,1,2,4,1,2,4,2,4,4,1,2,4,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66382,2020-02-12T23:49:05Z,R_10oah4pIlUIurNY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67144,2020-02-17T15:18:41Z,R_1QmFgTFloRU0Ltx,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,1,1,2,4,2,4,5,1,3,1,4,2,4,3,4,2,2,4,5,5,5,2,1,5,4,2,2,4,5,2,3,4,1,1,2,4,4,2,4,4,2,5,2,3,4,2,5,4,1,1,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,NA,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,NA,5
66590,2020-02-26T13:54:27Z,R_1NtgLuVNBKuPfPY,2,1,3,1,4,1,1,2,2,3,2,2,4,2,1,1,2,4,5,4,2,4,4,4,4,4,2,4,2,1,2,4,4,1,4,2,3,2,2,4,4,4,2,5,5,5,2,2,5,4,2,4,1,3,4,1,2,4,1,4,5,1,2,1,5,5,2,10,7,7,6,8,8,10,8,5,7,7,8,1,4,2,1,7,8,3,7,1,2,7,3,5,5
66341,2020-02-20T17:06:40Z,R_2rxbhtMMst3TH2q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66889,2020-02-20T20:43:29Z,R_3hmQf7mud5FMC7g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66855,2020-02-28T15:40:17Z,R_0ePwoDCPMuI6hVf,2,3,3,2,3,4,3,1,1,2,2,3,3,2,4,2,3,4,2,4,2,3,4,5,1,2,4,3,3,3,2,4,3,5,3,4,4,2,3,5,4,4,2,3,3,2,1,1,4,3,2,4,1,4,4,1,2,3,4,4,3,1,2,3,5,3,3,11,7,9,8,11,8,11,8,5,3,4,3,7,3,6,6,3,8,6,4,8,2,5,6,5,5
67004,2020-02-24T10:25:59Z,R_wMOcWqonBZwizm1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66355,2020-02-25T12:13:37Z,R_3pi47ty37oKNnWH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66430,2020-03-04T11:54:44Z,R_1OquT3BTof8VnMx,2,3,3,2,3,4,2,2,2,2,2,4,4,2,1,2,5,3,4,3,2,3,4,2,5,4,1,1,3,1,4,2,4,5,2,2,3,4,2,3,1,4,1,4,4,4,3,1,4,3,2,2,3,4,4,1,1,4,2,4,3,1,3,2,4,2,1,12,9,8,9,10,9,10,9,5,7,6,8,1,8,2,6,5,8,7,1,4,5,7,5,6,4
66896,2020-03-06T22:58:33Z,R_37Ckj2vPMAxw4q5,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,4,4,4,3,5,5,4,4,4,4,4,5,5,5,5,4,4,4
67189,2020-03-09T12:54:14Z,R_3qF1sJBriVKEZYu,3,3,3,1,3,4,3,2,1,3,4,4,2,4,2,2,2,4,2,4,2,4,3,3,3,2,2,2,2,4,2,4,4,5,2,4,2,2,3,5,4,4,3,4,4,2,2,4,4,3,3,4,4,4,4,2,2,3,4,4,4,2,4,2,4,2,3,11,7,11,7,11,7,11,7,5,2,6,2,1,4,2,6,5,8,3,2,4,2,7,3,5,5
67182,2020-03-12T10:37:54Z,R_3gL8MgXPsPtFdxf,3,2,3,1,2,3,3,3,2,2,3,2,3,2,4,1,1,2,3,5,3,5,3,5,5,3,3,3,1,1,3,5,5,5,3,3,2,5,3,2,3,5,1,4,2,3,1,4,5,1,1,5,2,2,5,1,1,3,3,5,5,1,2,1,5,3,1,10,8,9,9,9,9,9,9,2,5,7,8,6,3,7,4,7,8,4,8,6,5,7,4,5,4
66838,2020-03-12T13:36:37Z,R_tWmqW3YdLdYkHoR,3,3,3,2,2,2,3,2,3,3,4,4,2,3,3,2,3,3,4,3,2,5,3,4,3,3,4,4,3,2,4,4,3,4,3,2,2,2,2,4,3,4,3,2,3,2,2,2,2,3,3,3,4,3,4,2,3,3,4,4,4,2,3,2,4,2,3,10,8,8,10,8,8,10,10,5,4,6,3,1,1,1,6,5,8,1,1,6,2,1,4,5,5
66577,2020-03-05T18:05:44Z,R_BDHA7jkVkFe4XPb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66577,2020-03-05T18:05:58Z,R_2fm4Btr5KJAwsCo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66654,2020-03-15T12:01:33Z,R_2Qoi6wxA57Yokcn,3,3,2,1,3,4,4,1,1,3,2,2,1,4,5,3,2,2,2,2,1,5,4,3,2,1,3,4,5,4,4,2,4,5,2,2,2,2,3,4,2,4,4,5,4,1,3,2,2,2,2,4,4,4,3,4,2,4,3,3,5,1,3,4,4,1,1,11,6,8,8,11,7,10,7,5,2,5,2,3,7,1,1,5,8,8,2,6,3,7,5,8,4
66654,2020-03-15T14:18:27Z,R_1Nne34Vtvw0MmAg,3,2,2,1,3,4,4,2,1,3,1,3,2,4,5,4,1,2,2,2,1,5,3,2,4,1,3,3,4,4,5,2,4,5,4,2,4,2,4,4,2,4,4,5,3,1,4,2,3,2,4,3,5,4,4,3,2,4,4,3,5,2,3,4,4,1,2,11,7,11,8,10,8,11,7,3,3,6,8,1,6,2,6,5,8,7,3,8,4,1,7,4,5
67091,2020-03-15T16:49:48Z,R_sT2j8KRBhcKfcLT,2,4,2,1,1,4,2,3,2,2,4,2,4,2,4,2,2,2,2,1,2,2,4,2,3,4,2,2,4,4,2,4,2,5,2,5,3,2,3,5,2,4,4,2,4,4,2,4,1,4,4,2,5,4,2,4,4,2,5,2,4,3,2,4,4,2,4,10,8,7,10,7,10,8,10,6,3,3,3,3,4,2,3,6,6,7,6,3,3,2,2,7,2
67091,2020-03-15T16:55:49Z,R_8wYZ6OoPzNLF1M5,3,3,2,3,3,4,2,3,2,2,3,3,3,3,3,2,3,4,3,3,3,3,4,4,4,4,2,2,4,4,4,4,2,5,3,2,4,2,3,3,4,2,4,3,4,4,2,4,2,2,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,2,4,10,8,11,8,11,7,11,7,8,7,8,5,5,6,4,6,4,4,7,6,7,4,7,6,6,7
67120,2020-03-09T15:22:11Z,R_po1yuaRCJtMUvgR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66831,2020-03-10T18:24:20Z,R_3KI6YXAVNBnmDpR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67101,2020-03-12T14:44:44Z,R_3I5FYzitmQgp1cI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2020-03-19T15:44:04Z,R_2tl02jxz3EdJORT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66224,2020-03-21T12:32:26Z,R_3q9zK7yjBCu7WUQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67105,2020-03-29T15:27:00Z,R_1hWOP3MeSWL8jk2,3,3,2,1,2,2,2,1,1,3,2,4,2,4,3,2,2,3,2,4,3,4,3,4,3,2,2,4,3,2,4,4,4,3,2,2,4,2,2,2,3,4,2,4,3,3,2,4,5,3,4,3,4,2,2,2,3,2,3,3,2,3,4,3,4,5,3,9,8,7,8,7,8,9,8,5,6,7,5,4,3,1,7,6,6,2,2,6,7,4,7,3,2
69947,2020-10-15T23:16:43Z,R_25WNmb1XxwoK1s6,2,3,2,2,1,2,3,2,2,3,4,2,4,3,2,3,3,4,2,3,4,3,2,3,5,1,3,2,4,3,1,3,4,2,3,2,4,2,4,3,3,2,2,4,4,2,3,3,3,2,4,4,4,2,3,3,3,4,2,3,4,4,2,5,4,2,1,9,10,9,8,10,9,9,8,5,7,5,2,1,8,1,6,5,8,8,3,6,3,1,3,2,5
69306,2020-10-16T22:28:37Z,R_1LXqmkh5p4GQPbK,2,1,1,3,3,2,3,2,2,2,4,2,4,3,3,3,3,3,3,3,3,3,3,3,2,4,2,3,3,3,2,4,2,2,4,4,4,3,1,1,4,2,2,4,3,3,2,2,2,2,2,4,2,2,4,2,3,3,2,2,5,4,4,1,3,2,2,8,7,8,8,9,9,8,8,2,1,3,2,3,2,4,3,3,2,3,2,1,4,2,3,2,1
70122,2020-10-17T01:32:33Z,R_1H15YEDREPP0Ost,3,3,3,4,3,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,5,4,3,4,4,4,4,4,3,3,1,3,4,4,2,4,4,4,4,3,9,9,10,10,10,10,10,10,5,7,1,2,5,8,2,6,5,8,8,7,6,2,7,5,1,5
69758,2020-10-17T16:30:12Z,R_RUk5Jf8u5bxPqI9,3,1,1,1,1,2,4,1,2,2,2,2,1,2,2,3,3,4,2,2,3,4,4,3,4,1,1,2,3,3,3,4,4,5,4,4,4,4,4,5,1,5,3,4,4,2,2,5,5,3,3,4,5,4,3,3,3,4,3,3,4,3,3,3,4,3,3,9,8,8,8,8,8,9,10,8,2,5,7,8,5,7,6,5,5,6,2,5,1,2,5,3,3
68707,2020-10-17T19:53:22Z,R_2UWXOJvGWYk6pal,2,3,3,2,3,2,3,2,2,3,4,3,3,4,3,3,3,4,4,3,3,4,3,3,4,4,3,3,2,3,3,3,2,3,3,3,2,2,3,4,3,3,2,3,3,2,4,4,4,2,4,3,3,2,4,3,4,3,3,4,3,3,3,3,3,4,3,9,9,10,10,9,9,8,9,7,5,4,3,5,3,4,5,3,7,5,4,4,6,5,5,4,6
67617,2020-10-18T08:22:40Z,R_3PI6zB2hV6fejGT,2,2,2,2,2,2,2,2,2,3,2,3,3,3,4,2,2,3,2,3,3,3,3,3,3,3,2,4,3,2,3,2,2,2,2,3,2,3,3,2,4,4,3,4,4,3,1,3,3,2,3,3,2,2,4,4,3,3,2,3,3,3,3,3,4,3,3,9,9,9,9,9,9,9,8,5,5,5,8,6,4,2,4,6,8,8,6,4,5,8,5,7,4
67929,2020-10-19T00:46:31Z,R_3hDPR6cYHFN8eyp,2,3,3,3,2,4,3,2,3,3,2,4,4,3,4,3,3,3,4,4,3,3,3,3,3,4,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,4,4,3,3,3,4,3,2,4,2,3,3,2,3,3,4,4,3,3,3,4,4,2,3,3,3,8,10,10,9,10,9,9,10,4,6,4,6,5,5,3,4,5,6,3,3,3,3,6,5,7,4
69984,2020-10-19T03:36:38Z,R_3HMliXBJBJPa90Q,3,2,2,3,3,4,2,2,2,4,4,4,4,4,4,4,4,1,2,1,3,2,2,2,2,2,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,2,4,2,2,2,4,2,2,2,4,2,2,2,2,5,5,5,2,11,7,8,8,8,8,8,8,5,8,6,3,5,4,1,6,4,8,4,7,6,7,8,7,7,4
67879,2020-10-19T12:07:20Z,R_Tbn31gjfxM4MhUt,3,4,3,3,3,4,3,3,3,3,4,2,3,3,4,5,3,2,4,1,1,3,4,2,3,3,3,3,3,4,2,1,4,5,1,4,5,2,2,3,4,4,4,3,3,2,2,3,2,1,4,3,2,4,2,4,4,4,3,3,3,3,3,5,5,3,3,8,9,8,9,8,9,7,8,1,7,7,6,4,5,1,1,1,8,3,5,4,7,1,3,5,5
69261,2020-10-20T19:48:48Z,R_DHPHdi5FnHNqPHr,1,2,4,1,3,4,4,2,1,2,2,2,2,5,4,3,2,4,2,5,2,4,3,3,2,1,2,2,2,3,4,5,5,5,4,3,3,4,3,2,2,5,2,4,2,3,2,3,3,3,3,2,3,4,3,3,2,2,4,3,3,3,3,5,5,3,4,12,6,12,6,12,6,12,6,4,2,6,2,6,4,6,6,4,8,4,3,8,5,1,6,7,5
69151,2020-10-20T20:55:25Z,R_SDcEYspepdmiR0J,3,3,3,1,4,3,2,3,2,3,2,3,3,1,4,3,1,3,1,2,3,2,1,3,3,1,1,1,4,3,3,3,4,5,4,4,3,2,5,4,3,3,3,3,3,2,1,1,4,2,4,3,5,2,2,3,1,2,4,3,3,1,5,4,5,2,3,10,8,8,8,10,8,10,7,5,7,1,8,8,5,2,6,5,8,7,6,8,5,7,8,7,4
67850,2020-10-21T17:51:37Z,R_1CeArNG8NjFPpeb,4,2,2,1,4,4,2,1,1,3,3,3,3,3,4,1,1,3,2,4,3,3,3,4,2,1,2,1,2,4,4,4,4,5,3,2,1,2,3,3,3,5,2,4,4,4,1,1,4,1,3,4,5,4,4,1,1,4,1,4,4,1,1,3,5,4,3,10,7,7,7,9,6,11,7,5,7,3,5,4,5,7,6,2,8,1,1,8,2,1,4,4,5
69775,2020-10-21T19:59:56Z,R_24u6Yyf8ybrraoC,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10,5,5,5,4,5,6,5,5,3,7,4,3,5,3,3,4,5,3
67642,2020-10-22T11:59:19Z,R_3ewcQ06r1bSBlV9,1,2,2,1,2,4,2,1,1,3,2,2,5,2,1,1,3,5,3,4,3,5,1,5,5,2,3,3,2,1,4,5,5,5,3,3,2,4,3,4,5,5,1,4,5,2,1,5,5,5,2,5,3,4,5,1,1,5,1,5,5,1,1,1,5,5,1,11,7,7,6,11,6,6,6,5,7,3,2,1,4,1,6,6,8,7,5,6,5,8,3,5,5
68595,2020-10-22T18:06:35Z,R_1Kw1g34Qjtg9JYY,3,2,4,2,4,4,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,5,6,8,1,8,4,7,4,3,4,3,5,5,3,1,3,5,3
69435,2020-10-23T13:37:32Z,R_3QFMNGUY96CJrP1,2,4,3,2,3,2,2,2,4,2,3,2,2,5,3,3,3,3,3,2,4,4,4,3,3,4,3,3,2,3,2,4,2,3,5,3,3,1,2,4,4,3,4,4,2,2,3,5,3,3,2,3,5,3,3,3,3,2,3,3,4,2,2,4,2,3,4,10,10,10,10,8,11,10,8,5,4,6,5,6,6,7,6,5,8,6,3,4,3,4,3,3,6
67760,2020-10-24T11:13:32Z,R_2Yy5tzs9j7EqjWO,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,4,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
69250,2020-10-24T16:28:46Z,R_2vkNBlioUZdzphO,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,4,5,3,1,3,3,3,3,3,2,4,9,9,9,10,10,10,9,9,5,5,6,5,3,4,4,4,4,4,3,4,5,5,3,5,5,3
69830,2020-10-24T17:05:01Z,R_21vto9uPIXv8KbK,3,2,3,1,3,4,3,2,2,3,3,2,3,4,3,2,2,3,4,4,4,4,3,4,4,2,2,3,2,2,2,4,4,5,4,2,2,3,4,4,2,4,1,5,4,2,2,3,3,4,3,4,2,4,4,2,2,4,2,4,4,2,2,3,4,3,2,11,7,10,8,11,7,11,7,5,2,6,2,1,8,7,1,5,8,3,8,6,5,7,3,5,5
70136,2020-10-24T18:27:59Z,R_RF5O9ROACPnbxbb,3,4,2,3,2,4,1,2,3,3,4,4,5,5,5,4,4,3,4,2,3,4,4,2,2,5,3,2,1,4,4,2,4,5,2,2,4,2,2,5,4,3,4,4,4,5,2,2,2,2,4,2,1,4,4,4,2,2,4,3,4,2,4,4,5,2,4,10,7,10,8,10,7,10,7,5,7,6,2,6,8,1,6,7,8,7,3,6,2,7,8,5,5
69329,2020-10-24T19:36:01Z,R_3LXZ7DBXgpE9cLC,2,2,1,2,3,4,3,1,2,2,2,4,2,5,4,2,2,4,2,2,4,2,4,2,3,2,4,4,2,1,3,4,5,5,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2,4,4,4,4,4,2,2,2,2,2,1,3,2,4,2,4,12,6,12,6,12,6,12,6,5,7,6,2,1,1,1,6,7,8,3,8,8,2,7,2,6,5
69382,2020-10-25T22:06:42Z,R_10MMXediJK4MClE,3,2,3,3,2,4,1,2,2,2,3,3,2,4,3,4,5,1,1,2,3,2,2,4,2,2,3,4,2,2,3,2,3,4,4,3,3,2,1,2,3,3,5,2,3,2,2,3,2,3,2,3,4,3,4,2,3,2,2,3,4,1,3,4,3,3,4,10,7,8,10,7,9,8,11,5,8,2,2,4,2,5,6,8,8,4,5,6,7,3,1,5,3
